province,cons_no,cons_code,ballot_no,candidate_name,party,resign
กรุงเทพมหานคร,13,กรุงเทพมหานคร.13,15,นายวัชรพนต์ วัฒนาอาภรณ์ชัย,เพื่อบ้านเมือง,
กรุงเทพมหานคร,13,กรุงเทพมหานคร.13,16,นายณัษฐพงษ์ วุฒิพงศ์เตชากิจ,วิชชั่นใหม่,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,1,ร.อ. พิชาญศักดิ์ บุญมาศ,ประชาธิปัตย์,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,2,นายพงศกร รัตนเรืองวัฒนา,เพื่อไทย,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,3,นายศุภพิพัฒน์ บัลนาลังก์,ไทยก้าวใหม่,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,4,นายไชยอนันต์ ตรีไพบูลย์,โอกาสใหม่,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,5,นายกิตติศักดิ์ บุญพิทักษ์วุฒิ,พลวัต,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,6,นายศรราม สีบุญเรือง,กล้าธรรม,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,7,นายรัชฏะ สมรทินกร,พลังประชารัฐ,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,8,นายธีระยุทธ อรุณพูลทรัพย์,เศรษฐกิจ,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,9,นายฐีรทรัพย์ อภิญญาภรณ์,ไทยสร้างไทย,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,10,นายปรีชาชัย พิพรรธน์ธนาดุล,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,11,นางสาวอาภา กลิ่นหอม,ไทยภักดี,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,12,นางชนิดาภา สนิมทอง,ปวงชนไทย,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,13,นางสาวฐิติภัสร์ โชติเดชาชัยนันต์,ภูมิใจไทย,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,14,นายก่อเกียรติ ก่อสูงศักดิ์,ประชาชน,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,15,นายจิรยุทธ บุญแต่ง,ไทยก้าวหน้า,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,16,นายอริย์ธัช สายสุวรรณ์,รักชาติ,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,1,นายสัญชัย บัตรตรา,รักชาติ,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,2,นายกรกฤษณ์ วงศ์คุณหยก,ปวงชนไทย,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,3,นายนรชัย ไชยสังข์,เศรษฐกิจ,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,4,นางสาวชัญญาพัชญ์ ธนโชติสวัสดิพร,รวมไทยสร้างชาติ,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,5,นายถนอม อ่อนเกตุพล,ภูมิใจไทย,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,6,นายพลภูมิ วิภัติภูมิประเทศ,เพื่อไทย,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,7,นางสาวปวริศา คุณาวรนนท์,กล้าธรรม,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,8,นายวิทวัส ติชะวาณิชย์,ประชาชน,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,9,นางสาวฐิตยากร พรโรจนากูร,ประชาธิปัตย์,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,10,นางสาวณอร จิรกรภิรมย์,ไทยก้าวใหม่,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,11,นายกิตติพงศ์ ท่าพิกุล,พลังประชารัฐ,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,12,นายสุวัจชัย พิมพ์สุภาพร,ไทยสร้างไทย,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,13,นายนันทวัชร์ กูลเกื้อศิประไพ,วิชชั่นใหม่,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,14,ร้อยตำรวจโท ชลประทาน ชื่นมนต์ชัย,เพื่อบ้านเมือง,
