province,cons_no,cons_code,no_1,name_1,party_1,no_2,name_2,party_2,no_3,name_3,party_3,no_4,name_4,party_4,no_5,name_5,party_5,no_6,name_6,party_6,no_7,name_7,party_7,no_8,name_8,party_8,no_9,name_9,party_9,no_10,name_10,party_10,no_11,name_11,party_11,no_12,name_12,party_12,no_13,name_13,party_13,no_14,name_14,party_14,no_15,name_15,party_15,no_16,name_16,party_16,no_17,name_17,party_17,no_18,name_18,party_18,no_19,name_19,party_19
กรุงเทพมหานคร,8,กรุงเทพมหานคร.08,1,นายชยพล สท้อนดี,ประชาชน,2,นางสาววีริสรา ช่วงยรรยง,ปวงชนไทย,3,นายพงศ์ฐิติ พงศ์ศิลามณี,ไทยภักดี,4,นางสาวพิมพ์ณดา ธีระประจักษ์ชาติ,กล้าธรรม,5,นายสุรชาติ เทียนทอง,เพื่อไทย,6,นายอนุชาญ กวางทอง,พลังประชารัฐ,7,นายอนันตชาติ บัวสุวรรณ์,โอกาสใหม่,8,นายชญาพัฒน์ โปร่งปรีชา,ไทยก้าวใหม่,9,นายจักร์กวินทร์ ภู่สวาสดิ์,ไทยสร้างไทย,10,นางสาวสุวีรา เติมรุ่งเรืองเลิศ,รักชาติ,11,นายวิษณุ วราโชติเศรษฐ์,เศรษฐกิจ,12,นายไชยยศ ศรีสกุล,พลวัต,13,นายฤกษ์อารี นานา,ภูมิใจไทย,14,นายระพีพัฒน์ สุเมธโชติเมธา,ประชาธิปัตย์,15,นางสาวอรัญญา มณีแจ่ม,รวมไทยสร้างชาติ,16,นายวสันต์ ทองคำ,วิชชั่นใหม่,,,,,,,,,
กรุงเทพมหานคร,9,กรุงเทพมหานคร.09,1,นางสาววิเวียน จุลมนต์,ประชาธิปัตย์,2,นางสาววรินทร์ลดา วงศ์ศรีรัฐ,ไทยสร้างไทย,3,นายธราธพ ชาตรี,ไทยก้าวใหม่,4,นายชัยวัฒน์ โพธิจันทร์,พลวัต,5,นายศุภณัฐ มีนชัยนันท์,ประชาชน,6,นางสาวณัฐวรินธร บวรภัควุฒิสิริ,ภูมิใจไทย,7,นางสาวพัชรวณัน เบ็ญจวิทย์วิไล,รักชาติ,8,นายสายัณต์ จันทร์เหมือนเผือก,เพื่อไทย,9,นายวัทธิกร หรุ่นศิริ,รวมไทยสร้างชาติ,10,นายรัตนมงคล เลิศทวีวิทย์,กล้าธรรม,11,พันโท พีรพงศ์ บัวเทศ,รวมพลังประชาชน,12,นายนพพล ปุรณะชัยคีรี,เพื่อบ้านเมือง,13,นายสุชาติ ตามประกอบ,ประชาธิปไตยใหม่,14,นายปัฐน์ชนนท์ คูณธนานุวัฒน์,โอกาสใหม่,,,,,,,,,,,,,,,
กรุงเทพมหานคร,10,กรุงเทพมหานคร.10,1,นายภูพิพัฒน์ สาวพัฒนะธาดา,รวมไทยสร้างชาติ,2,นายชัยพร แก้ววาตะ,ประชาธิปัตย์,3,พลตำรวจตรี ทินกร ณัฏฐมั่งคั่ง,ประชากรไทย,4,นายอนุวัตร เผือกเกษม,ประชาธิปไตยใหม่,5,นายภูมิพัฒน์ โหสกุล,เพื่อไทย,6,นายเอกราช อุดมอำนวย,ประชาชน,7,นายวรัชณ์กิตต์ วิศาลมนัส,รักชาติ,8,นายชณธัศน์ เหลืองวัฒนะวุฒิ,เศรษฐกิจ,9,นางกนกนุช กลิ่นสังข์,โอกาสใหม่,10,ว่าที่ร้อยตรีหญิง ภัทราวดี นาคงาม,พลวัต,11,นายดิษยะฤทธิ์ รู้ดี,กล้าธรรม,12,นายรนภัทร นิธิโชติการ,ไทยก้าวใหม่,13,นายรณกร เชียรวิชัย,ภูมิใจไทย,14,นายไกรศักดิ์ เสาเวียง,ไทยสร้างไทย,15,พลอากาศตรี ธงชัย เพ็งเดือน,ความหวังใหม่,16,นายสาธิต นีระวงศ์,วิชชั่นใหม่,,,,,,,,,
กรุงเทพมหานคร,11,กรุงเทพมหานคร.11,1,นายธีรวุฒิ แก้วพยศ,พลังประชารัฐ,2,นายณรงค์ศักดิ์ ฤทธิวรผล,ไทยก้าวใหม่,3,นายวรัญชัย โชคชนะ,ประชาธิปไตยใหม่,4,นายกร สิงห์ธีร์,รวมไทยสร้างชาติ,5,นางวันเพ็ญ รัตน์นิธิพงศ์,ไทยสร้างไทย,6,นายพงศกร ตันติพรหม,ไทยภักดี,7,นางสาวรัตติกาล แก้วเกิดมี,เพื่อไทย,8,นายธีระเดช นาซีก,กล้าธรรม,9,นางสาวธนาภา อัครมะหะเวทน์,ประชากรไทย,10,นาวาอากาศเอก (พิเศษ) นที คชทิน,พลวัต,11,ว่าที่ร้อยตรี เทวิน พิมพ์พันธุ์,อนาคตไทย,12,นายธนธรรม เจิดรังษี,เศรษฐกิจ,13,นายเอกภพ เหลืองประเสริฐ,ภูมิใจไทย,14,นางสาวรมิดา อินทะแพทย์,ประชาธิปัตย์,15,นางสาวศศินันท์ ธรรมนิฐินันท์,ประชาชน,16,นายชนะ ยาดี,เพื่อบ้านเมือง,17,ว่าที่ร้อยโท จักร์ บุนนาค,โอกาสใหม่,18,นายภูริจิวัจน์ วชิรวณิชกิจ,วิชชั่นใหม่,,,
กรุงเทพมหานคร,12,กรุงเทพมหานคร.12,1,นางสาวณัฎฐามณี คณโชติพิพัฒน์,ประชาธิปไตยใหม่,2,นางสาวจิดาภา วิไลวรางกูร,ไทยก้าวใหม่,3,นายพิเชฐ เดชอรัญ,โอกาสใหม่,4,นางสาวอิสรีย์ อัศวรากาญจน์,รักชาติ,5,นางสาวณัฐธยาน์ สิงห์คำนาราภูมิ,ประชากรไทย,6,นางพิมชนก เก่าเจริญ,ประชาธิปัตย์,7,นางศิริวรรณ พงษ์พานิชย์,ไทยสร้างไทย,8,นางสาวปราณิสา สุดวิเศษ,พลวัต,9,นางสาวนพวรรณ หัวใจมั่น,พลังประชารัฐ,10,นายพุฒิพัฒน์ ธีรสกุลสิทธิ์,ปวงชนไทย,11,นายธนกฤต ธนิศราพงศ์,รวมไทยสร้างชาติ,12,นายภูร์ผา ไทยแท้,เพื่อไทย,13,นางศลิษา สิงหเสนี,ภูมิใจไทย,14,นางสาวกรกมล บุญเฉย,เศรษฐกิจ,15,นายภูริวรรธก์ ใจสำราญ,ประชาชน,16,นายนนท์ปวิธ แก้วงาม,กล้าธรรม,,,,,,,,,
กรุงเทพมหานคร,13,กรุงเทพมหานคร.13,1,นางสาวรุ่งนภา ทองประคำ,เศรษฐกิจ,2,นายแมน เจริญวัลย์,เพื่อไทย,3,นายศุกล กุลสิงห์,ภูมิใจไทย,4,นายอนุศักดิ์ กาญจนี,พลวัต,5,นายศุรุท เกษมณีภูรเดช,โอกาสใหม่,6,นายธัญญะ เมษประสาท,ปวงชนไทย,7,เรืออากาศโท ธนเดช เพ็งสุข,ประชาชน,8,นายภาณุพงศ์ ลักษณวิศิษฏ์,ประชาธิปัตย์,9,นายฐิติพัฒณ์ จันทร์แก้ว,รักชาติ,10,นายเตชสิทธิ์ ดนตรีรักษ์,กล้าธรรม,11,นายกฤษฎ์ เครือเจริญพร,รวมไทยสร้างชาติ,12,นายสมบัติ มหาโคตร,พลังประชารัฐ,13,นายดนัย อินทรพยุง,ไทยก้าวใหม่,14,นางสาวทิฆัมพร อัศวสิรินิมิต,ไทยสร้างไทย,15,นายวัชรพนต์ วัฒนาอาภรณ์ชัย,เพื่อบ้านเมือง,16,นายณัษฐพงษ์ วุฒิพงศ์เตชากิจ,วิชชั่นใหม่,,,,,,,,,
กรุงเทพมหานคร,14,กรุงเทพมหานคร.14,1,ร.อ. พิชาญศักดิ์ บุญมาศ,ประชาธิปัตย์,2,นายพงศกร รัตนเรืองวัฒนา,เพื่อไทย,3,นายศุภพิพัฒน์ บัลนาลังก์,ไทยก้าวใหม่,4,นายไชยอนันต์ ตรีไพบูลย์,โอกาสใหม่,5,นายกิตติศักดิ์ บุญพิทักษ์วุฒิ,พลวัต,6,นายศรราม สีบุญเรือง,กล้าธรรม,7,นายรัชฏะ สมรทินกร,พลังประชารัฐ,8,นายธีระยุทธ อรุณพูลทรัพย์,เศรษฐกิจ,9,นายฐีรทรัพย์ อภิญญาภรณ์,ไทยสร้างไทย,10,นายปรีชาชัย พิพรรธน์ธนาดุล,รวมไทยสร้างชาติ,11,นางสาวอาภา กลิ่นหอม,ไทยภักดี,12,นางชนิดาภา สนิมทอง,ปวงชนไทย,13,นางสาวฐิติภัสร์ โชติเดชาชัยนันต์,ภูมิใจไทย,14,นายก่อเกียรติ ก่อสูงศักดิ์,ประชาชน,15,นายจิรยุทธ บุญแต่ง,ไทยก้าวหน้า,16,นายอริย์ธัช สายสุวรรณ์,รักชาติ,,,,,,,,,
กรุงเทพมหานคร,15,กรุงเทพมหานคร.15,1,นายสัญชัย บัตรตรา,รักชาติ,2,นายกรกฤษณ์ วงศ์คุณหยก,ปวงชนไทย,3,นายนรชัย ไชยสังข์,เศรษฐกิจ,4,นางสาวชัญญาพัชญ์ ธนโชติสวัสดิพร,รวมไทยสร้างชาติ,5,นายถนอม อ่อนเกตุพล,ภูมิใจไทย,6,นายพลภูมิ วิภัติภูมิประเทศ,เพื่อไทย,7,นางสาวปวริศา คุณาวรนนท์,กล้าธรรม,8,นายวิทวัส ติชะวาณิชย์,ประชาชน,9,นางสาวฐิตยากร พรโรจนากูร,ประชาธิปัตย์,10,นางสาวณอร จิรกรภิรมย์,ไทยก้าวใหม่,11,นายกิตติพงศ์ ท่าพิกุล,พลังประชารัฐ,12,นายสุวัจชัย พิมพ์สุภาพร,ไทยสร้างไทย,13,นายนันทวัชร์ กูลเกื้อศิประไพ,วิชชั่นใหม่,14,ร้อยตำรวจโท ชลประทาน ชื่นมนต์ชัย,เพื่อบ้านเมือง,15,นายสงกรานต์ พงษ์พันนา,โอกาสใหม่,,,,,,,,,,,,
กรุงเทพมหานคร,16,กรุงเทพมหานคร.16,1,นายหมวดตรี กิติภูมิ นีละไพจิตร์,พลังประชารัฐ,2,นายณัฐนันท์ กัลยาศิริ,ภูมิใจไทย,3,นายกันตพงศ์ นาคสุวรรณ,ไทยภักดี,4,นายปิยชาติ โชติช่วง,เศรษฐกิจ,5,นายอัฏฐพล สิทธิชัยอารีกิจ,รวมไทยสร้างชาติ,6,นายสิรภพ เอื้อชลิตนุกูล,กล้าธรรม,7,นายจิรายุ ห่วงทรัพย์,เพื่อไทย,8,นายสุนันท์ มีนมณี,ประชาธิปัตย์,9,ผู้ช่วยศาสตราจารย์ วสันต์ ภู่รัสมี,โอกาสใหม่,10,นางสาวพิมพ์กาญจน์ กีรติวิราปกรณ์,ประชาชน,11,นายภาคิณ ภูกิจสิริกุล,ไทยก้าวใหม่,12,นายฤทธี กิจพิพิธ,ไทยสร้างไทย,13,นายธนพิสิฐ จีรวงศ์ไกรสร,รักชาติ,14,นายศุภโชค มุ่งดี,เพื่อบ้านเมือง,15,ว่าที่ร้อยตรี รัชภูมิ ใบเรือ,ปวงชนไทย,,,,,,,,,,,,
กรุงเทพมหานคร,17,กรุงเทพมหานคร.17,1,นายฐิติวัชร์ ดีประเสริฐวงศ์,ประชาธิปัตย์,2,นายวุฒิภัทร คำประกอบ,โอกาสใหม่,3,นายกิตติศักดิ์ มูลทรัพย์,วิชชั่นใหม่,4,นายสุขสันต์ แสงศรี,ภูมิใจไทย,5,นายมังกร ศิริศรีโพธิ์,ไทยสร้างไทย,6,นายไพโรจน์ อิสระเสรีพงษ์,เพื่อไทย,7,นายธนกิจ สาโสภา,แรงงานสร้างชาติ,8,นายกรัณ ดรัลพงศ์,รวมไทยสร้างชาติ,9,นางสาวณัฐิดา เตาเฟ็ส,ไทยก้าวใหม่,10,นายวีรวุธ รักเที่ยง,ประชาชน,11,นายศิริศักดิ์ อัตดาวีย์,พลังประชารัฐ,12,นายนพดลชัย ประภัสสิริ,กล้าธรรม,13,นายสุวโรจน์ กิจสมศักดิ์,ปวงชนไทย,14,นายชัยพร จิตรอารีย์เลิศ,เพื่อบ้านเมือง,15,นางสาวบวรลักษณ์ จงจามรีสีทอง,เศรษฐกิจ,,,,,,,,,,,,
กรุงเทพมหานคร,18,กรุงเทพมหานคร.18,1,นายสุรชาติ โต๊ะเฮ,ทางเลือกใหม่,2,นายเสน่ห์ ศิลปเจริญ,ไทยชนะ,3,นางสาวพชรพรรณ ตุ่มระสินปิน,พลังประชารัฐ,4,นายศิริพงษ์ รัสมี,เพื่อไทย,5,นายรณชัย สังฆมิตกล,ภูมิใจไทย,6,นายธีระวิทย์ วงศ์เพชร,ไทยก้าวใหม่,7,นายเชิดพันธุ์ เตี่ยไพบูลย์,ประชาธิปัตย์,8,นายฟาวาดคาน เที่ยงธรรม,รักชาติ,9,นายฮาซัน วันนุ,รวมไทยสร้างชาติ,10,นายธีรัจชัย พันธุมาศ,ประชาชน,11,นางสาวณัฐกัญญ์ภา อภิญญ์มณีณัฐ,ไทยสร้างไทย,12,นางสาวพวงประกา ชมภูทอง,พร้อม,13,นายวิญญู อำนวยสมบัติ,กล้าธรรม,14,นายณรงค์ชัย อิสริยไชย,ปวงชนไทย,15,นายจำรัส การะเกตุ,แรงงานสร้างชาติ,16,นายกิตติศักดิ์ อัศวสุขี,พลวัต,17,นางสาวสมพิศ ภูมิงาม,เพื่อบ้านเมือง,18,นางสาววรัญญา แอนดาริส,โอกาสใหม่,,,
กรุงเทพมหานคร,19,กรุงเทพมหานคร.19,1,นางสาวขวัญจิรา มีนชัยนันท์,เพื่อไทย,2,นายวรวิทย์ พงษ์ประเทศ,ไทยสร้างไทย,3,นายสมัย ภูมรินทร,ไทยก้าวใหม่,4,นายจิรัฏฐ์ เชาว์อริยรัฐ,กล้าธรรม,5,นายภูเบศ โพธิ์โซ๊ะ,รวมไทยสร้างชาติ,6,นายกันต์พงษ์ ประยูรศักดิ์,ประชาชน,7,นายศรศักดิ์ สวนแก้ว,ปวงชนไทย,8,นายปิยะชาติ อำนวยเวช,โอกาสใหม่,9,นางสาวกาญจนา ภวัครานนท์,ภูมิใจไทย,10,นายนิยม ทรัพย์สิรินาวิน,เศรษฐกิจ,11,นางสาวกานต์ วนาดรวรวิศาล,ประชาธิปัตย์,12,นางสาวสุธิดารา สาสาย,รักชาติ,13,นายเอนก มนัสซง,พลวัต,14,นายบวรวิช รักไทย,ทางเลือกใหม่,,,,,,,,,,,,,,,
กรุงเทพมหานคร,20,กรุงเทพมหานคร.20,1,นายพงศ์ปณตพล รักสกุลกานต์,ไทยก้าวใหม่,2,นายธนะสิทธิ์ เมธพันธ์เมือง,ภูมิใจไทย,3,นายวันชัย รัตนขจรไชย,พลังประชารัฐ,4,นางเขมจิรา พชรจรวยพร,ปวงชนไทย,5,นายวรชัย สมบัติเจริญกิจ,พลวัต,6,ว่าที่ร้อยตรีหญิง นุชนาฏ หุ่นอยู่,ไทยสร้างไทย,7,นายชุมพล หลักคำ,ประชาชน,8,นายพิชชา ขำสุวรรณ,พร้อม,9,นายหวังจันทร์ ยิ้มวิไล,โอกาสใหม่,10,นายปิยะพล เหมันต์,กล้าธรรม,11,นางสาวธีรรัตน์ สำเร็จวาณิชย์,เพื่อไทย,12,นายวีรภัทร์ พันธุ์หาญ,รวมไทยสร้างชาติ,13,นายรัฐศักดิ์ สุขยิ่ง,ประชาธิปัตย์,14,นายจตุพล ยอดวงค์พะเนา,เศรษฐกิจ,,,,,,,,,,,,,,,
กรุงเทพมหานคร,21,กรุงเทพมหานคร.21,1,นายสุรเชษฐ์ สีงาม,เศรษฐกิจ,2,นายวรวุธ ลีลานภาศักดิ์,โอกาสใหม่,3,นายเตวิช เฉลิมรักษ์,ไทยก้าวใหม่,4,นายทวนชัย นิยมชาติ,ภูมิใจไทย,5,นายณัทพัช อัคฮาด,พลวัต,6,นายภูมิ สวัสดี,รักชาติ,7,นางสาวชนิดาภา สงวนพวก,เพื่อไทย,8,นายณัฐพงศ์ เปรมพูลสวัสดิ์,ประชาชน,9,นางสาวมินทร์ชิสา มณีนนทเศรษฐ์,กล้าธรรม,10,นางสุภาวดี บางใหญ่,รวมไทยสร้างชาติ,11,นายพีรพัฒน์ สุทัศนทรวง,ไทยภักดี,12,นายเวโรฒ มาตยศิริ,อนาคตไทย,13,นายเกรียงไกร สาลีผล,ปวงชนไทย,14,นายกิตพล เชิดชูกิจกุล,ประชาธิปัตย์,15,ว่าที่ร้อยเอก วีรพล วงษ์มะเซาะ,ไทยสร้างไทย,,,,,,,,,,,,
กรุงเทพมหานคร,22,กรุงเทพมหานคร.22,1,นายอรรถเวช กองนักวงษ์,ไทยสร้างไทย,2,นายอธิป เพศยนาวิน,ปวงชนไทย,3,นายพงศ์ไพศาล มะลูลีม,รวมไทยสร้างชาติ,4,นายปรนัยน์ นพการุญ,พลวัต,5,นายปรินต์ ทองปุสสะ,ประชาธิปัตย์,6,นายสุภกร ตันติไพบูลย์ธนะ,ประชาชน,7,นายธกร เลาหพงศ์ชนะ,เพื่อไทย,8,นายพงศ์พล ยอดเมืองเจริญ,ภูมิใจไทย,9,นายกัณฑ์ชาติ มนต์กันภัย,ไทยก้าวใหม่,10,นายชณทัต รินน์นพคุณ,กล้าธรรม,11,ร.ต.ต. มณฑล โพธิ์คาย,พลังประชารัฐ,12,นายวิรัล ทองเมืองหลวง,เศรษฐกิจ,13,นายปรีชา เอี่ยมอ่อน,โอกาสใหม่,14,นายวราทิตย์ ตะโกจีน,วิชชั่นใหม่,,,,,,,,,,,,,,,
กรุงเทพมหานคร,23,กรุงเทพมหานคร.23,1,นางสกุลรัตน์ ทิพย์วรรณงาม,ภูมิใจไทย,2,นายพนิต นะวิโรจน์,ปวงชนไทย,3,นายสมัย โกกเจริญพงศ์,โอกาสใหม่,4,นางสาวณัฐธนินทร์ เลิศเตชะสกุล,กล้าธรรม,5,นายอนุวัตร เมืองมัจฉา,อนาคตไทย,6,นายภูวพัฒน์ ชนะสกล,ไทยสร้างไทย,7,นายภาวุฒิ จุณณานนท์,ไทยก้าวใหม่,8,นายกิตติธัช อยู่ดี,พลวัต,9,นายวัฒนา เซ่งไพเราะ,พลังประชารัฐ,10,นายฐิติ วิรทัศนุสรณ์,วิชชั่นใหม่,11,นายกวีวงศ์ อยู่วิจิตร,เพื่อไทย,12,นางสาวอัยรดา บำรุงรักษ์,รวมไทยสร้างชาติ,13,นายเมธี ใบโสภณ,รักชาติ,14,นายพิริยะ อุไรวงค์,เศรษฐกิจ,15,นายชลธาร ทรัพย์ไพบูลย์เลิศ,ประชาชน,16,นายสุรเกียรติ์ มณีแผลงเจริญชัย,ประชาธิปไตยใหม่,17,นางสาววีร์ ศรีวราธนบูลย์,ประชาธิปัตย์,18,นายวรเมธ หวลหอม,ไทยภักดี,,,
กรุงเทพมหานคร,24,กรุงเทพมหานคร.24,1,นางสาวปภาดา ถาวรเศรษฐ,โอกาสใหม่,2,นายพงศพัศ กตคุณวิสิทธิ์,กล้าธรรม,3,ร้อยตำรวจเอก จักรกฤช ปิ่นกร,ปวงชนไทย,4,นายวิชญ์วิสิษ โชติกิจพิศาล,เพื่อไทย,5,นางสาวเจณิสตา เตชะโสภณมณี,ภูมิใจไทย,6,นายณพัฎน์ จิตตภินันท์กัณตา,ประชาชน,7,นางสาวมารีญา ฤกษ์ดี,ประชาธิปัตย์,8,นายรัชชานนท์ สมบัติลาภตระกูล,รวมไทยสร้างชาติ,9,นายกฤษติศักดิ์ พูลสวัสดิ์,เศรษฐกิจ,10,นางสาวสุภาภรณ์ ไชยโคตร,ไทยสร้างไทย,11,นายทรงวุฒิ จันทร์อำนวยโชค,ไทยก้าวใหม่,12,นายวิษณุ ทิพย์วงศ์,ประชาธิปไตยใหม่,13,นายชาญวิทย์ อุทัยแสน,ทางเลือกใหม่,,,,,,,,,,,,,,,,,,
กรุงเทพมหานคร,25,กรุงเทพมหานคร.25,1,นางสาวทัสนันทน์ สิริเลิศเมฆาสกุล,เศรษฐกิจ,2,นายชยิน พึ่งสาย,ประชาธิปัตย์,3,นายเจริญศักดิ์ มณีรัตนสุบรรณ,ภูมิใจไทย,4,นายกิตติพล รวยฟูพันธ์,เพื่อไทย,5,นายอมรศักดิ์ สินเหลือ,ไทยสร้างไทย,6,นายธรรมนูญ เหียบขุนทด,พลังประชารัฐ,7,นางสาวแอนศิริ วลัยกนก,ประชาชน,8,นายณัฐดนัย หลำแสงกุล,กล้าธรรม,9,นางสาวญาตาวี เซ็นเชาวนิช,พลวัต,10,นายบุญรุ่ง เต๋งจงดี,โอกาสใหม่,11,นายวิชิต วราศิริกุล,อนาคตไทย,12,นางสาวปราณี ธรรมนิยม,รวมไทยสร้างชาติ,13,นางสาวเนตรสกาว ชาหอม,ไทยก้าวใหม่,14,นายเดชพนต์ ชลธาร,วิชชั่นใหม่,,,,,,,,,,,,,,,
กรุงเทพมหานคร,26,กรุงเทพมหานคร.26,1,นายพงษ์สรณัฐ ทองลี,ประชาชน,2,นางสดใส โอมหานนท์,ปวงชนไทย,3,นางสาวนิศาชล ชาหอม,พลวัต,4,นายธวัชชัย ทองสิมา,ไทยสร้างไทย,5,นายชัยณรงค์ ธีรการุณวงศ์,รวมไทยสร้างชาติ,6,นายสาโรจน์ ซึ้งไพศาลกุล,ประชาธิปัตย์,7,นายศรัณยสัณฑ์ วีรกุลสุนทร,เพื่อไทย,8,นายวิเชียร กันทาทรัพย์,ไทยก้าวใหม่,9,นายเสฐียรพงษ์ สำแดงสุข,กล้าธรรม,10,นายโชติพิพัฒน์ เตชะโสภณมณี,ภูมิใจไทย,11,พลตรี สุชิน บุญญานันต์,เศรษฐกิจ,12,นางภัควรินทร์ อติธัญญารัศมิ์,ประชาธิปไตยใหม่,13,นางธัญยรัตน์ วโรอัครวัฒน์,ไทยพิทักษ์ธรรม,14,นายณัฐกร มั่นจิตต์,โอกาสใหม่,,,,,,,,,,,,,,,
กรุงเทพมหานคร,27,กรุงเทพมหานคร.27,1,นายสากล ม่วงศิริ,เพื่อไทย,2,นางสาวมลฑาทิพย์ ทิพยธนาพัฒน์,ประชาธิปัตย์,3,นายอัศวิน คูร์พิพัฒน์,โอกาสใหม่,4,นายมณูเทพย์ ทองปน,กล้าธรรม,5,นายศิลปชัย บุญราย,ภูมิใจไทย,6,นายกิตติคุณ เตชะพกาพงษ์,ปวงชนไทย,7,นายนฤพล เลิศปัญญาโรจน์,ประชาชน,8,นายเบสท์ วงศ์ไพโรจน์กุล,ไทยสร้างไทย,9,นายทรงยศ บุญบำรุงชัย,รวมไทยสร้างชาติ,10,นายสามารถ คุ้มทรงธรรม,ไทยก้าวใหม่,11,นายกัณน์พัฒศ์ ศักดิ์ธนบดี,เศรษฐกิจ,12,นางสาวสิริพรโชค พฤทธเมธวิสุทธิ์,เพื่อบ้านเมือง,,,,,,,,,,,,,,,,,,,,,
กรุงเทพมหานคร,28,กรุงเทพมหานคร.28,1,นางสาวมัญดา อัฐจินดา,ภูมิใจไทย,2,นายสุวัฒน์ ม่วงศิริ,เพื่อไทย,3,นางสาวชลณัฏฐ์ โกยกุล,ประชาชน,4,นางสาวธัญญ์ภรณ์ สุจารีรัตน์,เศรษฐกิจ,5,นายจักรทิพย์ วงษ์งามสวย,รวมไทยสร้างชาติ,6,นางสาวนัจภัค กรเกษม,กล้าธรรม,7,นางสาวทิพย์รัมภา วิธูชุลีโชติ,ไทยก้าวใหม่,8,นางสาวณฤษร พฤฒิวโรดม,ไทยสร้างไทย,9,นายปิ่น แจ้งชะไว,รักชาติ,10,นายพร้อมพล ธรรมจินดา,ประชาธิปัตย์,11,นายรวินท์ ชอบใช้,โอกาสใหม่,12,นายไพฑูรย์ ลิขิตบรรจง,ปวงชนไทย,13,นายพรเทพ ประเสริฐสุรกุล,เพื่อบ้านเมือง,,,,,,,,,,,,,,,,,,
